code,industry
600893,飞机制造
600894,专用设备
600895,房地产
600897,民航机场
600900,电力行业
600901,非银金融
600903,燃气
600905,公用事业
600906,非银金融
600908,银行
600909,非银金融
600916,珠宝首饰
600917,燃气
600918,非银金融
600919,银行
600925,煤炭行业
600926,银行
600927,非银金融
600928,银行
600929,化学原料
600930,公用事业
600933,汽车行业
600935,化学原料
600936,文化传媒
600938,石油石化
600939,工程建设
600941,通信服务
600955,化学原料
600956,燃气
600958,金融行业
600959,传媒娱乐
600960,汽车行业
600961,有色金属
600962,食品饮料
600963,造纸印刷
600965,农牧饲渔
600966,造纸印刷
600967,交通运输
600968,石油石化
600969,电力行业
600970,建筑建材
600971,煤炭采选
600973,输配电气
600975,农牧饲渔
600976,中药
600977,传媒
600979,电力行业
600980,小金属
600981,国际贸易
600982,电力行业
600983,家电行业
600984,工程机械
600985,化工行业
600986,文化传媒
600987,纺织服装
600988,有色金属
600989,基础化工
600990,通信设备
600992,通用设备
600993,中药
600995,电力行业
600996,文化传媒
600997,煤炭采选
600998,商业百货
600999,金融行业
601000,交通运输
601001,煤炭行业
601002,机械行业
601003,钢铁行业
601005,钢铁行业
601006,交通运输
601007,旅游酒店
601008,港口水运
601009,金融行业
601010,商业百货
601011,煤炭采选
601012,电子器件
601015,煤炭采选
601016,电力行业
601018,交通运输
601019,传媒
601020,有色金属
601021,交通运输
601022,航运港口
601026,风电设备
601033,环保行业
601038,专用设备
601058,汽车制造
601059,非银金融
601061,贸易行业
601065,化学原料
601066,非银金融
601068,工程建设
601069,贵金属
601077,银行
601083,航运港口
601086,商业百货
601088,煤炭行业
601089,化学制药
601096,电网设备
601098,传媒娱乐
601099,券商信托
601100,机械行业
601101,煤炭采选
601106,机械行业
601107,高速公路
601108,非银金融
601111,交通运输
601112,--
601113,化纤行业
601116,商业百货
601117,工程建设
601118,化工行业
601121,钢铁行业
601126,输配电气
601127,汽车
601128,银行
601133,工程建设
601136,非银金融
601137,有色金属
601138,电子
601139,供水供气
601155,房地产
601156,交通运输
601158,公用事业
601162,券商信托
601163,橡胶制品
601166,金融行业
601168,有色金属
601169,金融行业
601177,机械行业
601179,发电设备
601186,建筑建材
601187,银行
601188,高速公路
601198,金融行业
601199,公用事业
601200,环保工程
601208,塑料制品
601211,非银金融
601212,有色金属
601216,化工行业
601218,风电设备
601222,仪器仪表
601225,煤炭行业
601226,工程机械
601228,交通运输
601229,银行
601231,消费电子
601233,化纤行业
601236,非银金融
601238,汽车制造
601279,汽车行业
601288,金融行业
601298,交通运输
601311,电池
601318,金融行业
601319,非银金融
601326,港口水运
601328,金融行业
601330,环保工程
601333,交通运输
601336,金融行业
601339,纺织服装
601360,计算机
601366,商业百货
601368,公用事业
601369,机械行业
601375,券商信托
601377,金融行业
601388,有色金属
601390,建筑建材
601398,金融行业
601399,专用设备
601456,非银金融
601500,橡胶制品
601512,房地产
601515,包装材料
601518,高速公路
601519,软件服务
601528,银行
601555,金融行业
601566,纺织服装
601567,仪器仪表
601568,化学原料
601577,银行
601579,酿酒行业
601588,房地产服务
601595,文化传媒
601598,交通运输
601599,纺织服装
601600,有色金属
601601,金融行业
601606,专用设备
601607,商业百货
601608,机械行业
601609,有色金属
601611,建筑装饰
601615,电力设备
601616,输配电气
601618,建筑建材
601619,电力行业
601628,金融行业
601633,汽车制造
601636,玻璃陶瓷
601658,银行
601665,银行
601666,煤炭行业
601668,建筑建材
601669,建筑建材
601677,有色金属
601678,化学原料
601686,钢铁行业
601688,金融行业
601689,汽车制造
601696,券商信托
601698,国防军工
601699,煤炭行业
601700,输配电气
601702,有色金属
601717,机械行业
601718,纺织服装
601727,电源设备
601728,通信
601766,交通运输
601777,汽车整车
601778,电力行业
601788,金融行业
601789,工程建设
601798,专用设备
601799,汽车制造
601800,建筑建材
601801,文化传媒
601808,石油行业
601811,文化传媒
601816,交通运输
601818,金融行业
601825,银行
601827,环保工程
601828,商业百货
601838,银行
601857,石油行业
601858,文化传媒
601860,银行
601865,电力设备
601866,交通运输
601868,建筑装饰
601869,通讯行业
601872,交通运输
601877,发电设备
601878,非银金融
601880,交通运输
601881,非银金融
601882,机械行业
601886,装修装饰
601888,酒店旅游
601890,船舶制造
601898,煤炭行业
601899,有色金属
601900,文化传媒
601901,金融行业
601908,光伏设备
601916,银行
601918,煤炭行业
601919,交通运输
601921,传媒
601928,传媒娱乐
601929,文化传媒
601933,商业百货
601939,金融行业
601949,文化传媒
601952,农牧饲渔
601956,家电行业
601958,有色金属
601963,银行
601965,汽车制造
601966,汽车
601968,包装材料
601969,钢铁行业
601975,港口水运
601985,公用事业
601988,金融行业
601990,非银金融
601991,电力行业
601992,水泥建材
601995,非银金融
601996,木业家具
601997,银行
601998,金融行业
601999,文化传媒
603000,电子信息
603001,纺织服装
603002,电子化学品
603004,化学原料
603005,半导体
603006,汽车行业
603007,汽车零部件
603008,木业家具
603009,汽车行业
603010,化学制品
603011,专用设备
603012,专用设备
603013,汽车行业
603014,医疗器械
603015,专用设备
603016,输配电气
603017,工程咨询服务
603018,工程咨询服务
603019,电子信息
603020,食品饮料
603021,玻璃陶瓷
603022,包装材料
603023,汽车行业
603025,专用设备
603026,化工行业
603027,食品饮料
603028,通用设备
603029,专用设备
603030,装修装饰
603031,电池
603032,电池
603033,橡胶制品
603035,汽车行业
603036,专用设备
603037,汽车行业
603038,装修装饰
603039,软件服务
603040,汽车零部件
603041,化工行业
603042,通讯行业
603043,食品饮料
603045,有色金属
603048,汽车行业
603049,汽车
603050,输配电气
603051,塑料制品
603052,电子元件
603053,燃气
603055,纺织服装
603056,交运物流
603057,食品饮料
603058,造纸印刷
603059,美容护理
603060,专业服务
603061,半导体
603062,化学原料
603063,风电设备
603065,化学原料
603066,交运物流
603067,化学原料
603068,半导体
603069,高速公路
603070,电网设备
603071,国际贸易
603072,小金属
603073,纺织服装
603075,家电行业
603076,专用设备
603077,化工行业
603078,电子化学品
603079,食品饮料
603080,燃气
603081,专用设备
603082,通用设备
603083,通讯行业
603085,汽车零部件
603086,农药兽药
603087,医药生物
603088,通用设备
603089,汽车行业
603090,机械行业
603091,家用轻工
603092,--
603093,多元金融
603095,专用设备
603096,文化传媒
603097,电网设备
603098,工程建设
603099,旅游酒店
603100,仪器仪表
603101,商业百货
603102,食品饮料
603103,文化传媒
603105,光伏设备
603106,计算机设备
603107,汽车零部件
603108,医疗服务
603109,通用设备
603110,化工行业
603111,交运设备
603112,家电行业
603113,化学原料
603115,电子元件
603116,纺织服装
603117,交运物流
603118,通信设备
603119,非金属材料
603120,化学制品
603121,汽车行业
603122,医药商业
603123,多元金融
603124,--
603125,化学制品
603126,环保工程
603127,医疗行业
603128,交运物流
603129,汽车
603130,纺织服装
603131,机械行业
603132,有色金属
603135,专用设备
603136,旅游酒店
603137,装修建材
603138,软件开发
603139,中药
603150,塑料制品
603151,农牧饲渔
603153,工程咨询服务
603155,化工行业
603156,食品饮料
603158,汽车行业
603159,专用设备
603160,电子
603161,汽车行业
603162,航运港口
603163,工程建设
603165,造纸印刷
603166,汽车行业
603167,港口水运
603168,医药制造
603169,专用设备
603170,食品饮料
603171,互联网服务
603172,化学原料
603173,通用设备
603175,电子元件
603176,工程建设
603177,环保工程
603178,汽车行业
603179,汽车
603180,木业家具
603181,塑料制品
603182,食品饮料
603183,专业服务
603185,光伏设备
603186,电子元件
603187,通用设备
603188,化工行业
603189,软件服务
603190,汽车零部件
603191,电网设备
603192,化工行业
603193,美容护理
603194,工程机械
603195,轻工制造
603196,纺织服装
603197,汽车行业
603198,酿酒行业
603199,旅游酒店
603200,环保工程
603201,汽车零部件
603202,汽车零部件
603203,专用设备
603205,--
603206,通信服务
603207,化学制药
603208,木业家具
603209,航运港口
603210,汽车零部件
603211,汽车零部件
603212,光伏设备
603213,化学原料
603214,商业百货
603215,家电行业
603216,装修装饰
603217,化工行业
603218,风电设备
603219,家电行业
603220,通信服务
603221,塑胶制品
603222,医药制造
603223,交运物流
603225,化纤行业
603226,木业家具
603227,化学制品
603228,电子
603229,医药制造
603230,文化传媒
603231,农牧饲渔
603232,软件服务
603233,医药生物
603235,食品饮料
603236,通信设备
603237,食品饮料
603238,美容护理
603239,汽车行业
603248,风电设备
603255,化学制品
603256,玻璃陶瓷
603257,工程咨询服务
603258,游戏
603259,医药生物
603260,非金属材料
603261,航天航空
603262,食品饮料
603266,塑胶制品
603267,电子元件
603268,船舶制造
603269,机械行业
603270,通用设备
603271,有色金属
603272,装修装饰
603273,专用设备
603275,仪器仪表
603276,化学原料
603277,机械行业
603278,通用设备
603279,通用设备
603280,专用设备
603281,化学制品
603282,专用设备
603283,专用设备
603284,--
603285,化学制品
603286,汽车行业
603288,食品行业
603290,电子
603291,公用事业
603296,电子
603297,光学光电子
603298,工程机械
603299,化学原料
603300,专用设备
603301,医疗器械
603303,家电行业
603305,汽车行业
603306,汽车行业
603307,纺织服装
603308,通用设备
603309,医疗器械
603310,化学原料
603311,家电行业
603312,电网设备
603313,木业家具
603315,机械行业
603316,工程建设
603317,食品饮料
603318,燃气
603319,汽车行业
603320,电机
603321,专用设备
603322,通信服务
603323,银行
603324,半导体
603325,通用设备
603326,木业家具
603327,消费电子
603328,电子元件
603329,交运物流
603330,光伏设备
603331,通用设备
603332,化纤行业
603333,输配电气
603335,汽车行业
603336,农牧饲渔
603337,专用设备
603338,机械行业
603339,机械行业
603341,电子
603344,电机
603345,食品饮料
603348,汽车行业
603350,电机
603351,医药制造
603352,汽车零部件
603353,石油行业
603355,家电行业
603356,专用设备
603357,工程咨询服务
603358,汽车行业
603359,环保行业
603360,农药兽药
603363,农牧饲渔
603365,纺织服装
603366,家电行业
603367,医药制造
603368,医药商业
603369,酿酒行业
603370,电机
603373,专业服务
603375,电子元件
603376,汽车零部件
603377,汽车服务
603378,装修建材
603379,化工行业
603380,消费电子
603381,光伏设备
603382,化纤行业
603383,软件服务
603385,装修装饰
603386,电子元件
603387,医疗器械
603389,木业家具
603390,汽车零部件
603391,通用设备
603392,生物制品
603393,燃气
603395,化肥行业
603396,光伏设备
603398,光伏设备
603399,小金属
603400,通用设备
603402,旅游酒店
603406,化纤行业
603408,装修装饰
603409,汽车零部件
603416,专用设备
603418,汽车零部件
603421,通信服务
603429,造纸印刷
603439,中药
603444,传媒
603456,医药制造
603458,工程咨询服务
603466,文化传媒
603477,农牧饲渔
603486,家用电器
603488,专用设备
603489,电机
603496,互联网服务
603499,造纸印刷
603500,交运设备
603501,电子
603505,采掘行业
603506,房地产服务
603507,风电设备
603508,软件开发
603511,纺织服装
603515,家电行业
603516,安防设备
603517,食品饮料
603518,纺织服装
603519,家电行业
603520,医药制造
603527,有色金属
603528,软件开发
603529,交运设备
603530,输配电气
603533,文化传媒
603535,交运物流
603536,食品饮料
603538,医药制造
603551,家电行业
603556,输配电气
603557,纺织服装
603558,纺织服装
603559,通信服务
603565,交通运输
603566,农药兽药
603567,中药
603568,其它行业
603569,交运物流
603577,输配电气
603578,家电行业
603579,家电行业
603580,塑胶制品
603583,专用设备
603585,农药兽药
603586,汽车行业
603587,纺织服装
603588,环保工程
603589,食品饮料
603590,生物制品
603595,消费电子
603596,汽车行业
603598,文化传媒
603599,农药兽药
603600,木业家具
603601,玻璃玻纤
603602,通信服务
603605,美容护理
603606,电器行业
603607,造纸印刷
603608,纺织服装
603609,农牧饲渔
603610,木业家具
603611,工程机械
603612,非金属材料
603613,电子信息
603615,塑胶制品
603616,水泥建材
603617,机械行业
603618,输配电气
603619,采掘行业
603626,消费电子
603628,光伏设备
603629,消费电子
603630,美容护理
603633,汽车零部件
603636,互联网服务
603637,工程建设
603638,工程机械
603639,农药兽药
603648,交运物流
603650,橡胶制品
603655,汽车行业
603656,专用设备
603657,家电行业
603658,医疗器械
603659,电池
603660,计算机设备
603661,木业家具
603662,仪器仪表
603663,化学原料
603665,纺织服装
603666,专用设备
603667,机械行业
603668,农牧饲渔
603669,医药制造
603676,医药制造
603677,家电行业
603678,电子元件
603679,光学光电子
603680,交运设备
603681,化学制品
603682,房地产服务
603683,化工行业
603685,光学光电子
603686,环保行业
603687,包装材料
603688,其它行业
603689,燃气
603690,专用设备
603693,电力行业
603696,食品饮料
603697,食品饮料
603698,专业服务
603699,机械行业
603700,仪器仪表
603701,汽车零部件
603703,光学光电子
603706,燃气
603707,医药制造
603708,商业百货
603709,木业家具
603711,食品饮料
603712,通讯行业
603713,交运物流
603716,医药商业
603717,农牧饲渔
603718,医疗器械
603719,食品饮料
603721,文化传媒
603722,塑料制品
603725,化学制品
603726,家电行业
603727,采掘行业
603728,电机
603729,文化传媒
603730,汽车行业
603733,造纸印刷
603737,建筑材料
603738,电子元件
603739,农牧饲渔
603755,食品饮料
603757,机械行业
603758,汽车行业
603759,公用事业
603766,摩托车
603767,汽车行业
603768,汽车行业
603773,光学光电子
603776,专业服务
603777,食品饮料
603778,光伏设备
603779,酿酒行业
603786,汽车行业
603787,交运设备
603788,汽车行业
603789,专用设备
603790,化工行业
603797,环保工程
603798,石油行业
603799,有色金属
603800,专用设备
603801,木业家具
603803,通讯行业
603806,塑料制品
603808,纺织服装
603809,汽车行业
603810,农药兽药
603811,医药制造
603813,交运物流
603815,工程建设
603816,轻工制造
603817,环保工程
603818,木业家具
603819,电机
603822,化工行业
603823,化工行业
603825,文化传媒
603826,非金属材料
603828,装修装饰
603829,输配电气
603833,轻工制造
603836,交运物流
603838,装修建材
603839,纺织服装
603843,工程建设
603848,家用轻工
603855,专用设备
603856,装修建材
603858,中药
603859,软件服务
603860,工程咨询服务
603861,输配电气
603863,造纸印刷
603866,食品饮料
603867,化工行业
603868,家电行业
603869,电子信息
603871,交运物流
603876,有色金属
603877,纺织服装
603878,钢铁行业
603879,塑料制品
603880,医疗器械
603881,互联网服务
603882,医疗行业
603883,医药商业
603885,其它行业
603886,食品饮料
603887,电子信息
603888,文化传媒
603889,纺织服装
603890,消费电子
603893,电子
603895,专用设备
603896,中药
603897,输配电气
603898,木业家具
603899,轻工制造
603900,珠宝首饰
603901,专用设备
603903,环保工程
603906,电池
603908,纺织服装
603909,工程咨询服务
603912,专用设备
603915,机械行业
603916,化工行业
603917,汽车行业
603918,互联网服务
603919,酿酒行业
603920,电子元件
603922,汽车行业
603926,汽车行业
603927,计算机
603928,塑料制品
603929,装修装饰
603931,电子化学品
603933,半导体
603936,电子元件
603937,有色金属
603939,商业百货
603948,化工行业
603949,汽车行业
603950,汽车行业
603955,工程建设
603956,专用设备
603958,纺织服装
603959,工程咨询服务
603960,专用设备
603966,专用设备
603967,交运物流
603968,化工行业
603969,通用设备
603970,农药兽药
603976,医疗器械
603977,化工行业
603978,有色金属
603979,有色金属
603980,化工行业
603982,汽车行业
603983,美容护理
603985,风电设备
603986,电子
603987,医疗器械
603988,电机
603989,电子元件
603990,软件服务
603991,塑胶制品
603992,装修建材
603993,有色金属
603995,钢铁行业
603997,汽车行业
603998,中药
603999,文化传媒
605001,交运设备
605003,纺织服装
605005,汽车行业
605006,玻璃陶瓷
605007,造纸印刷
605008,塑料制品
605009,美容护理
605011,公用事业
605016,食品饮料
605018,汽车行业
605020,化工行业
605028,电力行业
605033,农药兽药
605050,交运物流
605055,纺织服装
605056,仪器仪表
605058,电子元件
605060,机械行业
605066,输配电气
605068,汽车行业
605069,环保工程
605077,食品饮料
605080,纺织服装
605081,环保工程
605086,采掘行业
605088,汽车行业
605089,食品饮料
605090,燃气
605098,文教休闲
605099,家用轻工
605100,机械行业
605108,旅游酒店
605111,半导体
605116,医药制造
605117,光伏设备
605118,光学光电子
605122,水泥建材
605123,通用设备
605128,汽车行业
605133,汽车行业
605136,商业百货
605138,纺织服装
605151,汽车零部件
605155,装修装饰
605158,钢铁行业
605162,公用事业
605166,化工行业
605167,专用设备
605168,文化传媒
605169,燃气
605177,医药制造
605178,装修装饰
605179,食品饮料
605180,纺织服装
605183,橡胶制品
605186,医疗行业
605188,商业百货
605189,纺织服装
605196,输配电气
605198,食品饮料
605199,中药
605208,汽车行业
605218,光学光电子
605222,输配电气
605228,汽车行业
605255,汽车零部件
605258,电子元件
605259,机械行业
605266,医药商业
605268,家用轻工
605277,消费电子
605286,专用设备
605287,装修装饰
605288,专用设备
605289,装修装饰
605296,农牧饲渔
605298,交运设备
605299,家用轻工
605300,食品饮料
605303,工程建设
605305,风电设备
605318,装修装饰
605319,汽车行业
605333,汽车行业
605336,家电行业
605337,食品饮料
605338,食品饮料
605339,食品饮料
605358,电子
605365,家电行业
605366,化工行业
605368,燃气
605369,医疗器械
605376,小金属
605377,造纸印刷
605378,电池
605388,食品饮料
605389,工程机械
605398,互联网服务
605399,化工行业
605488,塑胶制品
605499,食品饮料
605500,造纸印刷
605507,医药制造
605555,家电行业
605566,化工行业
605567,食品饮料
605577,文化传媒
605580,电力行业
605588,半导体
605589,化工行业
605598,工程建设
605599,珠宝首饰
688001,专用设备
688002,国防军工
688003,通用设备
688004,互联网服务
688005,电池
688006,电池
688007,消费电子
688008,电子
688009,交运设备
688010,光学光电子
688011,光学光电子
688012,电子
688013,医疗器械
688015,交运设备
688016,医疗器械
688017,机械行业
688018,电子
688019,电子
688020,电子元件
688021,环保行业
688022,专用设备
688023,软件开发
688025,电子元件
688026,塑胶制品
688027,通信
688028,通用设备
688029,医疗器械
688030,软件服务
688031,软件开发
688032,光伏设备
688033,光伏设备
688035,电子元件
688036,消费电子
688037,电子
688038,软件开发
688039,互联网服务
688041,电子
688045,半导体
688046,生物制品
688047,半导体
688048,半导体
688049,半导体
688050,医疗器械
688051,互联网服务
688052,半导体
688053,电子元件
688055,光学光电子
688056,仪器仪表
688057,环保工程
688058,软件服务
688059,通用设备
688060,软件服务
688061,半导体
688062,生物制品
688063,电池
688065,化学制品
688066,航天航空
688067,医疗器械
688068,医疗器械
688069,环保工程
688070,航天航空
688071,汽车行业
688072,半导体
688073,生物制品
688075,医疗器械
688076,化学制药
688077,小金属
688078,软件服务
688079,光学光电子
688080,通信设备
688081,通信服务
688082,半导体
688083,软件服务
688084,专用设备
688085,医疗器械
688087,塑胶制品
688088,互联网服务
688089,食品饮料
688090,专用设备
688091,医药制造
688092,专用设备
688093,电子元件
688095,软件服务
688096,环保行业
688097,专用设备
688098,农药兽药
688099,半导体
688100,通信
688101,环保行业
688102,有色金属
688103,电子元件
688105,医疗器械
688106,电子化学品
688107,半导体
688108,医疗器械
688109,软件服务
688110,半导体
688111,计算机
688112,仪器仪表
688113,专用设备
688114,医疗器械
688115,仪器仪表
688116,化学制品
688117,医药制造
688118,软件服务
688119,非金属材料
688120,半导体
688121,专用设备
688122,国防军工
688123,半导体
688125,专用设备
688126,半导体
688127,光学光电子
688128,专用设备
688129,化工行业
688130,半导体
688131,医药制造
688132,通信设备
688133,专业服务
688135,半导体
688136,生物制品
688137,生物制品
688138,半导体
688139,医疗器械
688141,半导体
688143,电子元件
688146,电子化学品
688147,半导体
688148,电池
688150,光学光电子
688151,专用设备
688152,软件开发
688153,半导体
688155,电池
688156,农牧饲渔
688157,化工行业
688158,电子信息
688159,通讯行业
688160,专用设备
688161,医疗器械
688162,专用设备
688163,生物制品
688165,机械行业
688166,医药制造
688167,半导体
688168,软件服务
688169,家用电器
688170,专用设备
688171,软件开发
688172,半导体
688173,半导体
688175,通信设备
688176,生物制品
688177,生物制品
688178,环保工程
688179,化学制品
688180,生物制品
688181,光学光电子
688182,通讯行业
688183,电子元件
688184,电池
688185,生物制品
688186,风电设备
688187,交运设备
688188,计算机
688189,医药制造
688190,小金属
688191,电网设备
688192,化学制药
688193,生物制品
688195,光学光电子
688196,化学制品
688197,生物制品
688198,医疗器械
688199,化工行业
688200,半导体
688201,软件开发
688202,医疗服务
688203,化纤行业
688205,光学光电子
688206,软件开发
688207,软件开发
688208,计算机设备
688209,半导体
688210,电子元件
688211,交运物流
688212,医疗器械
688213,半导体
688215,专用设备
688216,半导体
688217,医疗器械
688218,专用设备
688219,塑胶制品
688220,半导体
688221,医药制造
688222,医疗行业
688223,光伏设备
688225,软件开发
688226,输配电气
688227,软件开发
688228,互联网服务
688229,互联网服务
688230,半导体
688231,有色金属
688232,软件服务
688233,半导体
688234,半导体
688235,生物制品
688236,医疗器械
688237,航天航空
688238,医疗服务
688239,航天航空
688244,软件开发
688246,医疗服务
688247,生物制品
688248,电网设备
688249,半导体
688251,通用设备
688252,半导体
688253,生物制品
688255,专用设备
688256,半导体
688257,有色金属
688258,互联网服务
688259,半导体
688260,消费电子
688261,半导体
688262,半导体
688265,生物制品
688266,医药制造
688267,化学原料
688268,电子化学品
688269,化工行业
688270,半导体
688271,医疗器械
688272,光学光电子
688273,医疗器械
688275,电池
688276,生物制品
688277,医疗器械
688278,生物制品
688279,半导体
688280,汽车行业
688281,国防军工
688282,通信设备
688283,专用设备
688285,交运设备
688286,半导体
688287,航天航空
688288,计算机设备
688289,医疗器械
688290,专用设备
688291,软件开发
688292,互联网服务
688293,专业服务
688295,化纤行业
688296,软件服务
688297,国防军工
688298,医疗器械
688299,光学光电子
688300,非金属材料
688301,医疗器械
688302,生物制品
688303,光伏设备
688305,机械行业
688306,专用设备
688307,光学光电子
688308,通用设备
688309,环保工程
688310,专用设备
688311,通信设备
688312,专用设备
688313,通讯行业
688314,医疗器械
688315,医疗行业
688316,互联网服务
688317,医疗器械
688318,软件服务
688319,生物制品
688320,仪器仪表
688321,医药制造
688322,电子元件
688323,塑胶制品
688325,半导体
688326,汽车零部件
688327,软件开发
688328,专用设备
688329,专用设备
688330,输配电气
688331,生物制品
688332,半导体
688333,通用设备
688334,专业服务
688335,环保工程
688336,生物制品
688337,仪器仪表
688338,医疗器械
688339,电池
688343,软件开发
688345,电池
688347,半导体
688348,光伏设备
688349,风电设备
688350,化工行业
688351,医疗器械
688352,半导体
688353,化学制品
688355,通用设备
688356,化学制药
688357,非金属材料
688358,医疗器械
688359,电子化学品
688360,机械行业
688361,半导体
688362,半导体
688363,美容护理
688365,互联网服务
688366,医疗器械
688367,交运设备
688368,半导体
688369,软件服务
688370,环保行业
688371,电子元件
688372,半导体
688373,生物制品
688375,国防军工
688376,环保行业
688377,专用设备
688378,专用设备
688379,通用设备
688380,半导体
688381,半导体
688382,生物制品
688383,专用设备
688385,半导体
688386,塑胶制品
688387,通信
688388,电池
688390,光伏设备
688391,半导体
688392,专用设备
688393,医疗器械
688395,电机
688396,半导体
688398,化学制品
688399,医疗器械
688400,专用设备
688401,半导体
688403,半导体
688408,光伏设备
688409,半导体
688410,医疗器械
688411,电源设备
688416,半导体
688419,专用设备
688420,专用设备
688425,工程机械
688426,生物制品
688428,生物制品
688429,光伏设备
688432,半导体
688433,通用设备
688435,软件开发
688439,半导体
688443,生物制品
688448,通用设备
688449,半导体
688450,仪器仪表
688455,通用设备
688458,半导体
688459,交运设备
688466,环保工程
688468,医疗器械
688469,半导体
688472,光伏设备
688475,家电行业
688478,半导体
688479,汽车服务
688480,环保行业
688484,半导体
688485,环保行业
688486,半导体
688489,电子元件
688496,电子元件
688499,电池
688500,电子信息
688501,专用设备
688502,光学光电子
688503,光伏设备
688505,医药制造
688506,生物制品
688507,软件开发
688508,半导体
688509,电子信息
688510,航天航空
688512,半导体
688515,半导体
688516,光伏设备
688518,专用设备
688519,电子元件
688520,生物制品
688521,半导体
688522,计算机设备
688523,航天航空
688525,半导体
688526,农药兽药
688528,仪器仪表
688529,专用设备
688530,半导体
688531,专用设备
688533,汽车零部件
688535,半导体
688536,半导体
688538,光学光电子
688539,电子元件
688545,电子化学品
688548,电子化学品
688549,电子化学品
688550,电子化学品
688552,通信设备
688553,医药制造
688556,光伏设备
688557,通用设备
688558,机械行业
688559,专用设备
688560,光伏设备
688562,互联网服务
688563,国防军工
688567,电池
688568,互联网服务
688569,交运设备
688570,软件开发
688571,化工行业
688573,电池
688575,医疗器械
688576,医疗器械
688577,机械行业
688578,医药制造
688579,软件服务
688580,医疗器械
688581,医疗器械
688582,电子元件
688583,仪器仪表
688584,半导体
688585,塑料制品
688586,航天航空
688588,软件服务
688589,半导体
688590,软件服务
688591,半导体
688592,计算机设备
688593,半导体
688595,半导体
688596,专用设备
688597,电网设备
688598,光伏设备
688599,光伏设备
688600,仪器仪表
688601,半导体
688602,化学制品
688603,电子元件
688605,半导体
688606,医疗器械
688607,医疗器械
688608,半导体
688609,通信设备
688610,仪器仪表
688611,输配电气
688612,汽车零部件
688613,医疗器械
688615,软件开发
688616,电网设备
688617,医疗器械
688618,通讯行业
688619,互联网服务
688620,半导体
688621,医疗服务
688622,仪器仪表
688623,专用设备
688625,化工行业
688626,医疗器械
688627,专用设备
688628,仪器仪表
688629,国防军工
688630,专用设备
688631,软件开发
688633,专用设备
688636,互联网服务
688638,电池
688639,化工行业
688646,专用设备
688648,通用设备
688651,软件开发
688652,半导体
688653,半导体
688655,电子元件
688656,医疗器械
688657,软件开发
688658,医药制造
688659,环保行业
688660,风电设备
688661,半导体
688662,电子元件
688663,电网设备
688665,仪器仪表
688667,汽车行业
688668,通信设备
688669,塑料制品
688671,仪器仪表
688676,输配电气
688677,医疗器械
688678,消费电子
688679,环保工程
688680,光伏设备
688681,输配电气
688682,通信服务
688683,消费电子
688685,航天航空
688686,仪器仪表
688687,生物制品
688689,半导体
688690,化学制药
688691,半导体
688692,软件开发
688693,半导体
688695,软件开发
688697,机械行业
688698,专用设备
688699,半导体
688700,专用设备
688701,环保工程
688702,半导体
688707,电池
688708,非金属材料
688709,半导体
688710,生物制品
688711,半导体
688716,塑料制品
688717,光伏设备
688718,专用设备
688720,半导体
688721,半导体
688722,化纤行业
688726,光伏设备
688727,半导体
688728,半导体
688729,半导体
688733,非金属材料
688737,化工行业
688739,生物制品
688750,--
688755,专用设备
688757,专业服务
688758,化学原料
688759,生物制品
688765,生物制品
688766,半导体
688767,医疗器械
688768,仪器仪表
688772,电池
688775,消费电子
688776,电子元件
688777,软件服务
688778,电池
688779,电池
688783,半导体
688785,电源设备
688786,有色金属
688787,电子信息
688788,通信设备
688789,专用设备
688790,半导体
688793,家电行业
688795,半导体
688796,医疗服务
688798,半导体
688799,医药制造
688800,电子元件
688802,半导体
688805,医疗器械
688807,半导体
688809,半导体
688816,--
688818,--
688819,电池
688981,半导体
689009,交运设备
